class,tweet,cleaned_text
0,"@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap","['tegenwoordig', 'weet', 'je', 'ook', 'al', 'niet', 'wat', 'voor', 'vlees', 'je', 'eet', 'voor', 'je', 'weet', 'is', 'zebra', 'of', 'een', 'aap']"
1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard","['how', 'come', 'you', 'never', 'bring', 'me', 'food', 'dont', 'have', 'car', 'retard']"
0,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT","['dude', 'remember', 'this', 'wop', 'video', 'http', 'co', 'heuboqbu', 'omg', 'where', 'did', 'you', 'find', 'that']"
1,what a hoe,"['what', 'hoe']"
1,Now my side bitch my main bitch Bc my main hoe ain't feeling me no mo. No mo.,"['now', 'my', 'side', 'bitch', 'my', 'main', 'bitch', 'bc', 'my', 'main', 'hoe', 'ain', 'feeling', 'me', 'no', 'mo', 'no', 'mo']"
1,@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.,"['fuck', 'off', 'bitch']"
1,Giants you bitch,"['giants', 'you', 'bitch']"
0,Friends don't let friends become guidos. #themoreyouknow,"['friends', 'don', 'let', 'friends', 'become', 'guidos', 'themoreyouknow']"
1,I need a bitch to drop it down for me lol,"['need', 'bitch', 'to', 'drop', 'it', 'down', 'for', 'me', 'lol']"
1,"RT @OverlyManlyMann: Every zoo is a petting zoo, if you're not a pussy.","['every', 'zoo', 'is', 'petting', 'zoo', 'if', 'you', 're', 'not', 'pussy']"
1,RT @IScoutGirls: @verbally_abrupt bitch where u been,"['bitch', 'where', 'been']"
0,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?","['never', 'seen', 'tinted', 'yellow', 'tongue', 'before', 'she', 'just', 'ate', 'lemon', 'jolly', 'rancher']"
1,RT @NaturalBadAssss: Phat pussy is the best pussy &#128526;,"['phat', 'pussy', 'is', 'the', 'best', 'pussy']"
1,"RT @therealelp: from @CNN tonight: "" N word or cracker...which is more offensive?"". probably the one you won't spell out, you fucking hacks&#8230;","['from', 'tonight', 'word', 'or', 'cracker', 'which', 'is', 'more', 'offensive', 'probably', 'the', 'one', 'you', 'won', 'spell', 'out', 'you', 'fucking', 'hacks']"
1,I think you fuckin wit the wrong niggah,"['think', 'you', 'fuckin', 'wit', 'the', 'wrong', 'niggah']"
1,"&#8220;@Papi_sez: Why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll? @thatUPSdude&#8221;

And he hate colored folk","['why', 'is', 'everyone', 'who', 'thinks', 'you', 're', 'an', 'unfunny', 'pandering', 'jizzbag', 'automatically', 'troll', 'and', 'he', 'hate', 'colored', 'folk']"
1,"Fuccn yo bitch last night she say ""you the nigga!!'","['fuccn', 'yo', 'bitch', 'last', 'night', 'she', 'say', 'you', 'the', 'nigga']"
0,"@thejokerxo nah, they let French Montana spit trash at will","['nah', 'they', 'let', 'french', 'montana', 'spit', 'trash', 'at', 'will']"
0,"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)","['molly', 'and', 'ellie', 'need', 'the', 'teas', 'so', 'cafeshaw', 'bound', 'go', 'everyone', 'else', 'is', 'off', 'to', 'amsterdam', 'couldn', 'get', 'time', 'off', 'so', 'hey', 'ho']"
0,"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG","['co', 'lrcb', 'vabig']"
1,RT @DjXvX: Karma is a bitch .... &#128524;,"['karma', 'is', 'bitch']"
0,&#8220;@HumbleTeej: @elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?,"['where', 'am', 'on', 'this', 'rating', 'scale', 'depends', 'you', 'still', 'wearing', 'them', 'colored', 'contacts', 'or', 'naw']"
1,"I don't have hoes 
Its a myth","['don', 'have', 'hoes', 'its', 'myth']"
0,Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx,"['co', 'qwepnux']"
1,Pisses me off so much when Brett screams fag or whore out the window at people,"['pisses', 'me', 'off', 'so', 'much', 'when', 'brett', 'screams', 'fag', 'or', 'whore', 'out', 'the', 'window', 'at', 'people']"
1,RT @strapdafool: Naw deez ain't no 24s hoe u gota add 4 mo ...#str8up,"['naw', 'deez', 'ain', 'no', 'hoe', 'gota', 'add', 'mo', 'str', 'up']"
0,RT @madi_judkins: When you look like trash and someone compliments you http://t.co/FzuXlPCMpV,"['when', 'you', 'look', 'like', 'trash', 'and', 'someone', 'compliments', 'you', 'http', 'co', 'fzuxlpcmpv']"
1,@youngsharpblack nigger mad,"['nigger', 'mad']"
1,"RT @Luisaco_: @Tonymartinezz15 dude last day, fuck it walk out that bitch","['dude', 'last', 'day', 'fuck', 'it', 'walk', 'out', 'that', 'bitch']"
1,These hoes worried bout the wrong things in life,"['these', 'hoes', 'worried', 'bout', 'the', 'wrong', 'things', 'in', 'life']"
0,"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses.","['love', 'butter', 'by', 'atcq', 'but', 'love', 'it', 'more', 'if', 'tip', 'hook', 'was', 'just', 'looped', 'for', 'three', 'and', 'half', 'minutes', 'instead', 'of', 'phife', 'trash', 'verses']"
0,"RT @navy8r: ""@Sierra0559: Hey @BarackObama , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&#8230;","['hey', 'the', 'jig', 'is', 'up', 'even', 'democrats', 'are', 'through', 'with', 'you', 'dems', 'are', 'raci']"
0,"RT @Rockprincess818: Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. 
#IStandWithIsr&#8230;","['go', 'fight', 'against', 'the', 'idf', 'if', 'you', 'progressive', 'trash', 'hate', 'them', 'so', 'much', 'you', 'don', 'have', 'the', 'guts', 'to', 'do', 'it', 'istandwithisr']"
0,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb","['hoosier', 'fans', 'is', 'cody', 'zeller', 'nominating', 'for', 'this', 'years', 'nba', 'draft', 'iubb']"
1,"I'm cold as a bitch and don't even need a fleece, and if she a bad bitch tell her drop to yo knees.","['cold', 'as', 'bitch', 'and', 'don', 'even', 'need', 'fleece', 'and', 'if', 'she', 'bad', 'bitch', 'tell', 'her', 'drop', 'to', 'yo', 'knees']"
0,Turn on the magic of colored light. #longexposure #lightwriting http://t.co/Um8LBsd6p9,"['co', 'um', 'lbsd']"
1,I'm saying though!! &#128514;&#128514;&#128553;&#128553; RT @___bria: all my panties be vs. ion look like these bitches tho,"['all', 'my', 'panties', 'be', 'vs', 'ion', 'look', 'like', 'these', 'bitches', 'tho']"
0,Are poor little guinea pig died :(,[]
1,"RT @nikejap: Bae: go talk to your other hoes
Me: http://t.co/WjFjmsf8aV","['bae', 'go', 'talk', 'to', 'your', 'other', 'hoes', 'me', 'http', 'co', 'wjfjmsf', 'av']"
1,I swear a nicca sleep but im up .. Tired as fuk!,"['swear', 'nicca', 'sleep', 'but', 'im', 'up', 'tired', 'as', 'fuk']"
0,wish I had a brownie or a dab to knock me out rn,"['wish', 'had', 'brownie', 'or', 'dab', 'to', 'knock', 'me', 'out', 'rn']"
0,Im glad I met this chick. Reminds me the trash I left behind,"['im', 'glad', 'met', 'this', 'chick', 'reminds', 'me', 'the', 'trash', 'left', 'behind']"
0,RT @tumblrfunniest: When I throw away paperball perfectly into the trash can: http://t.co/215E0H0PS9,"['when', 'throw', 'away', 'paperball', 'perfectly', 'into', 'the', 'trash', 'can', 'http', 'co', 'ps']"
0,@SFGiants trash smh game rigged bumgarner took roids,"['trash', 'smh', 'game', 'rigged', 'bumgarner', 'took', 'roids']"
1,RT @iCumYouLeave: Every girl sucks dick. Don't let that bitch fool you.,"['every', 'girl', 'sucks', 'dick', 'don', 'let', 'that', 'bitch', 'fool', 'you']"
1,RT @_allaboutAshley: When will you guys leave that childish pussy alone? Get that sophisticated pussy.,"['when', 'will', 'you', 'guys', 'leave', 'that', 'childish', 'pussy', 'alone', 'get', 'that', 'sophisticated', 'pussy']"
0,"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.","['is', 'wes', 'durham', 'woody', 'durham', 'son', 'if', 'so', 'why', 'is', 'that', 'tar', 'baby', 'doing', 'pack', 'game']"
1,@cuteasstab niggah this shit serious aint no one laughing,"['niggah', 'this', 'shit', 'serious', 'aint', 'no', 'one', 'laughing']"
1,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,"['knowing', 'what', 'you', 'want', 'doesn', 'make', 'you', 'bitch', 'it', 'makes', 'you', 'woman', 'who', 'won', 'settle', 'for', 'anything', 'less', 'than', 'what', 'she', 'deserves']"
1,""" these bitches even worst they'll send them guys for you ""","['these', 'bitches', 'even', 'worst', 'they', 'll', 'send', 'them', 'guys', 'for', 'you']"
1,RT @NinoDaPlug: @lil_aerii What's good bitch (:,"['what', 'good', 'bitch']"
0,Oreo milkshakes will forever remind me of @jay_ibarra95,"['oreo', 'milkshakes', 'will', 'forever', 'remind', 'me', 'of']"
1,' These niggahs bitches call they momma tell her come and get'emm ! It's either that it shoot him or shoot whoever with him .,"['these', 'niggahs', 'bitches', 'call', 'they', 'momma', 'tell', 'her', 'come', 'and', 'get', 'emm', 'it', 'either', 'that', 'it', 'shoot', 'him', 'or', 'shoot', 'whoever', 'with', 'him']"
0,RT @VainHumility: Naming my son Caesar. Dawn of the apes is the absolute best movie I've ever seen in my entire life.,"['naming', 'my', 'son', 'caesar', 'dawn', 'of', 'the', 'apes', 'is', 'the', 'absolute', 'best', 'movie', 've', 'ever', 'seen', 'in', 'my', 'entire', 'life']"
1,Hull all yuh mudda cunt RT @FCBarcelona: Six strikers set for The Clasico http://t.co/Ve6RHXSS4x http://t.co/YJhUba6hUW,"['six', 'strikers', 'set', 'for', 'the', 'clasico', 'http', 'co', 've', 'rhxss', 'http', 'co', 'yjhuba', 'huw']"
1,RT @LILBTHEBASEDGOD: I only eat gluton free pussy - Lil B,"['only', 'eat', 'gluton', 'free', 'pussy', 'lil']"
1,@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of,"['dead', 'babies', 'piled', 'up', 'like', 'trash', 'at', 'dump', 'something', 'to', 'be', 'proud', 'of']"
1,Niggas wifing hoes &amp; ugly bitches &#128514;&#128514;&#128514;&#128514; I get on Facebook just to remind myself I'm doing fine,"['niggas', 'wifing', 'hoes', 'amp', 'ugly', 'bitches', 'get', 'on', 'facebook', 'just', 'to', 'remind', 'myself', 'doing', 'fine']"
1,Only hoes cheat,"['only', 'hoes', 'cheat']"
1,@imgorejess by not being an unloyal retard,"['by', 'not', 'being', 'an', 'unloyal', 'retard']"
1,Math is forever confusing to me #retard,"['math', 'is', 'forever', 'confusing', 'to', 'me', 'retard']"
1,Im tired of these bitches actin like they loyal lol,"['im', 'tired', 'of', 'these', 'bitches', 'actin', 'like', 'they', 'loyal', 'lol']"
1,@Jessycaa_Rubi @O_ShitItsLaura Bitch you just an inch taller than me &#128079;&#128079; &amp; we normal height Jessyca and Daysi are just some short bitches &#128514;,"['bitch', 'you', 'just', 'an', 'inch', 'taller', 'than', 'me', 'amp', 'we', 'normal', 'height', 'jessyca', 'and', 'daysi', 'are', 'just', 'some', 'short', 'bitches']"
1,&#8220;@kissme_faith: @what_evaittakes Yea bitch&#8221;dam!,"['yea', 'bitch', 'dam']"
1,Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??,"['some', 'girls', 'think', 'being', 'bitch', 'and', 'having', 'an', 'attitude', 'is', 'attractive', 'who', 'tf', 'made', 'you', 'think', 'that']"
1,Punk ass cop jus bulldogged that bitch https://t.co/SCeoQIqbme,"['co', 'sceoqiqbme']"
1,She a bad bitch period. But she didn't have to get these big ass implants &#128514; fucc http://t.co/Dd5iu85lPx,"['co', 'dd', 'iu', 'lpx']"
1,@PacTha_Mac imma shoot that bitch,"['imma', 'shoot', 'that', 'bitch']"
1,&#8220;@_BeautifulKeezy: im so winning. &#128525;&#128525;&#128525; http://t.co/Jf6U54CMW3&#8221;&#128514;&#128514;&#128514; bitch,"['im', 'so', 'winning', 'http', 'co', 'jf', 'cmw', 'bitch']"
1,RT @yes_paul: I bitch about unnecessary things lol,"['bitch', 'about', 'unnecessary', 'things', 'lol']"
1,"@Ray_Lakee #fag
 Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow","['fag', 'fuckin', 'pirelli', 'tire', 'black', 'ass', 'nigga', 'whit', 'white', 'boy', 'shirt', 'on', 'but', 'my', 'nigga', 'did', 'loosen', 'up', 'lil', 'bit', 'bowbow']"
0,Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq,"['co', 'tyndjcsq']"
0,"RT @CoIlegefessions: ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University","['my', 'roommate', 'is', 'having', 'sex', 'and', 'eating', 'oreos', 'it', 'gonna', 'be', 'great', 'year', 'kutztown', 'university']"
0,"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol","['oh', 'am', 'she', 'cool', 'though', 'might', 'off', 'her', 'brownie', 'lol']"
0,@longbongchris mk Hun just textith me,"['mk', 'hun', 'just', 'textith', 'me']"
0,RT @DjChubbESwagg: &#8220;@jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;,"['faints', 'rt', 'she', 'has', 'no', 'idea', 'how', 'many', 'of', 'her', 'resumes', 'went', 'straight', 'to', 'the', 'trash', 'http', 'co']"
1,"@NFLBadwitch bitch please. Don't get shot, Doug. @TheJazzyBelle","['bitch', 'please', 'don', 'get', 'shot', 'doug']"
0,Come on man RT @BasedLaRock: Oreo needs to chill &#128686;RT @TheDonDrew: You know about these @PremiumPete? good or nah? http://t.co/Mw9QXG3vFW,"['oreo', 'needs', 'to', 'chill', 'rt', 'you', 'know', 'about', 'these', 'good', 'or', 'nah', 'http', 'co', 'mw', 'qxg', 'vfw']"
1,Like bitch &#128171;,"['like', 'bitch']"
0,"RT @DragonflyJonez: ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO","['you', 'men', 'are', 'trash', 'if', 'your', 'homeboy', 'is', 'cheating', 'and', 'you', 'dont', 'tell', 'his', 'wife', 'girl', 'and', 'break', 'up', 'their', 'family', 'lolno']"
0,"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;","['mistakes', 'are', 'showing', 'up', 'late', 'for', 'work', 'running', 'red', 'lights', 'or', 'even', 'forgetting', 'take', 'the', 'trash', 'out', 'this', 'here', 'ain', 'http']"
1,"Painting bitches on rooftops, b/c bitches love rooftops","['painting', 'bitches', 'on', 'rooftops', 'bitches', 'love', 'rooftops']"
0,RT @indykaila: Exclusive: Ars&#232;ne Wenger gave two yellow cards &amp; red card while refereeing a charity match in Rome. @Arsenal,"['exclusive', 'ars', 'ne', 'wenger', 'gave', 'two', 'yellow', 'cards', 'amp', 'red', 'card', 'while', 'refereeing', 'charity', 'match', 'in', 'rome']"
0,KFC biscuits trash now,"['kfc', 'biscuits', 'trash', 'now']"
1,Popped a pussy i'm sweating lol http://t.co/9Hyk5V0p,"['co', 'hyk']"
1,"I been with the same STUD for a year....That bitch, her attitude nasty.","['been', 'with', 'the', 'same', 'stud', 'for', 'year', 'that', 'bitch', 'her', 'attitude', 'nasty']"
0,This. Good. #pricklypear #shiner http://t.co/fa02A3aVxQ,"['co', 'fa', 'avxq']"
1,@TheDevonClarke @nick_scott25 faggot scoon you wanna ball?,"['faggot', 'scoon', 'you', 'wanna', 'ball']"
0,National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers,"['co', 'qptreda', 'yv', 'oregon', 'tcot', 'gop', 'nom', 'lol', 'teabaggers']"
0,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...,"['wonder', 'if', 'the', 'progs', 'didn', 'relegate', 'young', 'black', 'men', 'to', 'the', 'ghettos', 'to', 'keep', 'them', 'away', 'from', 'harry', 'reid', 'friends']"
1,@justinbieber Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..,"['your', 'stupid', 'little', 'cunt', 'thought', 'you', 'couldn', 'get', 'any', 'lower', 'but', 'how', 'dare', 'you', 'spit', 'on', 'people', 'on', 'your', 'own', 'fucking', 'fans']"
1,"Lmao wack ass rappers stay mad, make better music then little bitch. RT @FreddieGibbs: @Bjames055 get on the suck my dick list","['get', 'on', 'the', 'suck', 'my', 'dick', 'list']"
0,RT @LifeAsKing: New Orleans is still trash,"['new', 'orleans', 'is', 'still', 'trash']"
0,Terrifying. #leprechaun http://t.co/447wgkSVVG,"['co', 'wgksvvg']"
1,Those my v necks now ho,"['those', 'my', 'necks', 'now', 'ho']"
1,"RT @macktology101: Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes","['niggas', 'got', 'girl', 'why', 'the', 'fuck', 'you', 'asking', 'girls', 'to', 'text', 'you', 'hoes', 'man', 'hoes']"
0,Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;,"['hmu', 'talmbout', 'match', 'but', 'when', 'pull', 'up', 'its', 'other', 'niccas', 'wit', 'ya']"
1,RT @khloekardashian: Basic bitches NOT wanted,"['basic', 'bitches', 'not', 'wanted']"
1,"So people here donate plasma to feed their drug addiction... I donate because I get money, and I save lives.

Whaddup bitches &#128129;","['so', 'people', 'here', 'donate', 'plasma', 'to', 'feed', 'their', 'drug', 'addiction', 'donate', 'because', 'get', 'money', 'and', 'save', 'lives', 'whaddup', 'bitches']"
0,"RT @kristinhersh: my son, Wyatt: ""do rednecks have mullets to keep from getting red necks?""","['my', 'son', 'wyatt', 'do', 'rednecks', 'have', 'mullets', 'to', 'keep', 'from', 'getting', 'red', 'necks']"
0,@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-),"['don', 'feel', 'like', 'reading', 'right', 'now', 'wanna', 'give', 'sexy', 'coolie', 'girl', 'some', 'lyrics', 'via', 'text', 'message']"
0,"@OG_Dakota lemme just throw a 302 in it, how's the tranny??","['lemme', 'just', 'throw', 'in', 'it', 'how', 'the', 'tranny']"
1,@Coley_Cee lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang,"['lol', 'bitch', 'forcin', 'it', 'have', 'glass', 'of', 'water', 'bitch', 'lil', 'thirsty', 'for', 'the', 'puss', 'thang']"
0,ahahahh!!ping pang POW! HOW U LIKE ME NOW! Shouts out 2 my bro Dre Hogg Style Ent! Uza fool 4 dis 1,"['ahahahh', 'ping', 'pang', 'pow', 'how', 'like', 'me', 'now', 'shouts', 'out', 'my', 'bro', 'dre', 'hogg', 'style', 'ent', 'uza', 'fool', 'dis']"
0,RT @LoQueEllasSaben: Amo a esa gente que me odia.. http://t.co/8Zr3e0YsoE,"['amo', 'esa', 'gente', 'que', 'me', 'odia', 'http', 'co', 'zr', 'ysoe']"
0,@OriginvlEpic in the trash,"['in', 'the', 'trash']"
0,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn","['the', 'office', 'fuzzy', 'socks', 'and', 'my', 'favorite', 'blanket', 'is', 'literally', 'all', 'need', 'in', 'life', 'rn']"
0,"RT @RubinReport: You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president. https&#8230;","['you', 'can', 'mock', 'michelle', 'obama', 'turnipforwhat', 'video', 'but', 'the', 'turnip', 'is', 'now', 'third', 'in', 'line', 'of', 'succession', 'for', 'president', 'https']"
0,"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING!","['yankees', 'and', 'red', 'sox', 'are', 'scoreless', 'as', 'we', 'play', 'in', 'the', 'nd', 'inning', 'the', 'bambino', 'is', 'watching']"
1,"1, 2, 3, 4, 5 I&#8217;m too drunk to walk, let&#8217;s drive. I got bitches with me all night And the party don&#8217;t start 'til the drugs arrive #Loaded","['too', 'drunk', 'to', 'walk', 'let', 'drive', 'got', 'bitches', 'with', 'me', 'all', 'night', 'and', 'the', 'party', 'don', 'start', 'til', 'the', 'drugs', 'arrive', 'loaded']"
0,"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;","['killer', 'line', 'josh', 'smith', 'dropped', 'killer', 'trash', 'talk', 'line', 'on', 'kenneth', 'http', 'co', 'sjoupj']"
1,Hey bitch..Adam showed up..bring more beer.,"['hey', 'bitch', 'adam', 'showed', 'up', 'bring', 'more', 'beer']"
1,Why the wifey type girls single and the hoes being cuffed though?,"['why', 'the', 'wifey', 'type', 'girls', 'single', 'and', 'the', 'hoes', 'being', 'cuffed', 'though']"
1,Every nigga tryna fuck the next nigga bitch but not knowing his bitch is the next nigga bitch,"['every', 'nigga', 'tryna', 'fuck', 'the', 'next', 'nigga', 'bitch', 'but', 'not', 'knowing', 'his', 'bitch', 'is', 'the', 'next', 'nigga', 'bitch']"
0,"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU""","['bird', 'in', 'the', 'hand', 'is', 'worth', 'two', 'in', 'the', 'bush', 'http', 'co', 'ye', 'jaadu']"
0,"Bjergsen just made a full AS rune page. I don't just me full AS reds and Quints I mean AS reds, blues, yellows, and Quints. 47% AS","['bjergsen', 'just', 'made', 'full', 'as', 'rune', 'page', 'don', 'just', 'me', 'full', 'as', 'reds', 'and', 'quints', 'mean', 'as', 'reds', 'blues', 'yellows', 'and', 'quints', 'as']"
1,RT @BloodBloodBIood: Valentines day is just an extra Christmas for bitches blood,"['valentines', 'day', 'is', 'just', 'an', 'extra', 'christmas', 'for', 'bitches', 'blood']"
1,"Every good story starts off with ""So this bitch..."" lol","['every', 'good', 'story', 'starts', 'off', 'with', 'so', 'this', 'bitch', 'lol']"
1,"RT @CayMarieee: He said "" like u got the money to do that ""&#128514;&#9995; don't forget I'm not yo ex bitch, I ain't broke. &#128175;","['he', 'said', 'like', 'got', 'the', 'money', 'to', 'do', 'that', 'don', 'forget', 'not', 'yo', 'ex', 'bitch', 'ain', 'broke']"
0,"@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach","['charlie', 'sheen', 'could', 'coach', 'better', 'than', 'crusty', 'dusty', 'yeah', 'they', 'hired', 'bryan', 'price', 'the', 'pitching', 'coach']"
0,RT @Norsu2: Democrats to push income inequality as top issue of 2014 http://t.co/6fMioxUIgK Charlie Baker (R) veers further left all in w D&#8230;,"['democrats', 'to', 'push', 'income', 'inequality', 'as', 'top', 'issue', 'of', 'http', 'co', 'fmioxuigk', 'charlie', 'baker', 'veers', 'further', 'left', 'all', 'in']"
1,"RT @IamMrEchols: Lmao &#8220;@GuruJeremy: A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it&#8230;","['lmao', 'hoe', 'best', 'excuse', 'is', 'it', 'just', 'happened', 'lol', 'no', 'you', 'being', 'hoe', 'just', 'happened', 'it', 'okay', 'to', 'admit', 'it']"
1,"RT @Zednanreh__: ""@_InMyZoneeee: I think my wish came true, where y'all hating ass bitches at &#128299; http://t.co/so4coPPpU9""oh nahhhhh","['think', 'my', 'wish', 'came', 'true', 'where', 'all', 'hating', 'ass', 'bitches', 'at', 'http', 'co', 'so', 'copppu', 'oh', 'nahhhhh']"
0,RT @bjs5555: ELECT Democratic Nominee Charlie Hardy @runwithcharlie to U.S. Senate. #WY Defeat TEA Mike Enzi. #TNTweeters #CIR http://t.co&#8230;,"['elect', 'democratic', 'nominee', 'charlie', 'hardy', 'to', 'senate', 'wy', 'defeat', 'tea', 'mike', 'enzi', 'tntweeters', 'cir', 'http', 'co']"
0,"After seeing Kansas play Duke a couple weeks ago, I could tell you I'm surprised that Charlie Weis has been let go...but I'm not.","['after', 'seeing', 'kansas', 'play', 'duke', 'couple', 'weeks', 'ago', 'could', 'tell', 'you', 'surprised', 'that', 'charlie', 'weis', 'has', 'been', 'let', 'go', 'but', 'not']"
1,or dead &#8220;@Royceda59: &#128514; Word RT @TAXSTONE: If ya moms calling the cops after she ain't heard from you for four days you probably pussy&#8221;,"['word', 'rt', 'if', 'ya', 'moms', 'calling', 'the', 'cops', 'after', 'she', 'ain', 'heard', 'from', 'you', 'for', 'four', 'days', 'you', 'probably', 'pussy']"
1,RT @DownSouthOutlaw: What in the mother fuck is flappy bird?,"['what', 'in', 'the', 'mother', 'fuck', 'is', 'flappy', 'bird']"
1,don't try to be nice to me after you were being a bitch,"['don', 'try', 'to', 'be', 'nice', 'to', 'me', 'after', 'you', 'were', 'being', 'bitch']"
0,I'll be a Yankee fan forever,"['ll', 'be', 'yankee', 'fan', 'forever']"
0,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.,"['all', 'da', 'white', 'folk', 'off', 'twitter', 'yet', 'da', 'colored', 'tweet', 'at', 'night', 'while', 'all', 'sleep', 'cuz', 'you', 'gotta', 'woyke', 'tomorrow']"
1,Joes parties got hoes but it's always hot as hell,"['joes', 'parties', 'got', 'hoes', 'but', 'it', 'always', 'hot', 'as', 'hell']"
1,"RT @rickygervais: Jesus loves you, but everyone else thinks you're a right cunt.","['jesus', 'loves', 'you', 'but', 'everyone', 'else', 'thinks', 'you', 're', 'right', 'cunt']"
0,dblite works like a charm in OpenWrt Arduino Yun with full test coverage. The gyp version would rarely made in there https://t.co/4JRj1Ezc1S,"['co', 'jrj', 'ezc']"
0,You're stuck on ghetto middle school days. Step our g... &#8212; wtf how ah I stuck in the middle school games jusy bc... http://t.co/hJnV01NTGB,"['co', 'hjnv', 'ntgb']"
1,I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch,"['wish', 'young', 'thug', 'made', 'past', 'me', 'the', 'hookah', 'and', 'kept', 'garbage', 'ass', 'tyga', 'out', 'that', 'bitch']"
0,"just saw the words ""tinker tailor soldier spy"" and muttered ""no"" aloud @jennyyhernandez @chellyhernandez","['just', 'saw', 'the', 'words', 'tinker', 'tailor', 'soldier', 'spy', 'and', 'muttered', 'no', 'aloud']"
0,RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,"['sir', 'career', 'tho', 'apka', 'waise', 'bhi', 'khatam', 'ho', 'chukka', 'you', 'have', 'become', 'new', 'amar', 'singh', 'so', 'try', 'for', 'publicity', 'kejr']"
0,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;","['why', 'does', 'julia', 'roberts', 'seem', 'completely', 'shocked', 'that', 'she', 'been', 'nominated', 'hey', 'julia', 'you', 're', 'in', 'gown', 'the', 'jig', 'is', 'up', 'emm']"
1,RT @JMK0728: Lmao...........poor pussy!!!!! http://t.co/URjNdmgdRJ,"['lmao', 'poor', 'pussy', 'http', 'co', 'urjndmgdrj']"
0,it's awesome when people you've known for years talk trash about you behind your back and then ask you for favors later. truly awesome.,"['it', 'awesome', 'when', 'people', 'you', 've', 'known', 'for', 'years', 'talk', 'trash', 'about', 'you', 'behind', 'your', 'back', 'and', 'then', 'ask', 'you', 'for', 'favors', 'later', 'truly', 'awesome']"
